Veg_Pot;ess;Espece;GrEspece;awood;bwood;cwood;abark;bbark;cbark;abranche;bbranche;cbranche;afoliage;bfoliage;cfoliage
RB5;Eastern Hemlock;PRU;PRU;0.025655;1.927742;0.857604;0.011778;1.98931;0.470004;0.021483;2.655343;-0.46819;0.147084;2.010771;-0.60803
RC3;Eastern Hemlock;PRU;PRU;0.025655;1.927742;0.857604;0.011778;1.98931;0.470004;0.021483;2.655343;-0.46819;0.147084;2.010771;-0.60803
RE1;Eastern Hemlock;PRU;PRU;0.025655;1.927742;0.857604;0.011778;1.98931;0.470004;0.021483;2.655343;-0.46819;0.147084;2.010771;-0.60803
RE2;Eastern Hemlock;PRU;PRU;0.025655;1.927742;0.857604;0.011778;1.98931;0.470004;0.021483;2.655343;-0.46819;0.147084;2.010771;-0.60803
RE3;Eastern Hemlock;PRU;PRU;0.025655;1.927742;0.857604;0.011778;1.98931;0.470004;0.021483;2.655343;-0.46819;0.147084;2.010771;-0.60803
RP1;Eastern Hemlock;PRU;PRU;0.025655;1.927742;0.857604;0.011778;1.98931;0.470004;0.021483;2.655343;-0.46819;0.147084;2.010771;-0.60803
RS1;Eastern Hemlock;PRU;PRU;0.025655;1.927742;0.857604;0.011778;1.98931;0.470004;0.021483;2.655343;-0.46819;0.147084;2.010771;-0.60803
RS2;Eastern Hemlock;PRU;PRU;0.025655;1.927742;0.857604;0.011778;1.98931;0.470004;0.021483;2.655343;-0.46819;0.147084;2.010771;-0.60803
RS3;Eastern Hemlock;PRU;PRU;0.025655;1.927742;0.857604;0.011778;1.98931;0.470004;0.021483;2.655343;-0.46819;0.147084;2.010771;-0.60803
RS5;Eastern Hemlock;PRU;PRU;0.025655;1.927742;0.857604;0.011778;1.98931;0.470004;0.021483;2.655343;-0.46819;0.147084;2.010771;-0.60803
RT1;Eastern Hemlock;PRU;PRU;0.025655;1.927742;0.857604;0.011778;1.98931;0.470004;0.021483;2.655343;-0.46819;0.147084;2.010771;-0.60803
ME1;Eastern Hemlock;PRU;PRU;0.025655;1.927742;0.857604;0.011778;1.98931;0.470004;0.021483;2.655343;-0.46819;0.147084;2.010771;-0.60803
FEX;Eastern Hemlock;PRU;PRU;0.025655;1.927742;0.857604;0.011778;1.98931;0.470004;0.021483;2.655343;-0.46819;0.147084;2.010771;-0.60803
FEY;Eastern Hemlock;PRU;PRU;0.025655;1.927742;0.857604;0.011778;1.98931;0.470004;0.021483;2.655343;-0.46819;0.147084;2.010771;-0.60803
FC1;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
FE1;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
FE2;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
FE3;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
FE4;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
FE5;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
FE6;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
FO1;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
MF1;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
MJ1;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
MJ2;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
MS1;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
MS2;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
MS6;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
RB1;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
RB5;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
RC3;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
RE1;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
RE2;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
RE3;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
RP1;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
RS1;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
RS2;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
RS3;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
RS5;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
RT1;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
ME1;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
FEX;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
FEY;Eastern White Cedar;THO;THO;0.029488;1.702622;0.942808;0.007554;1.786066;0.613232;0.050092;2.516465;-0.8774;0.081288;2.217998;-0.79072
FC1;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
FE1;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
FE2;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
FE3;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
FE4;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
FE5;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
FE6;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
FO1;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
MF1;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
MJ1;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
MJ2;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
MS1;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
MS2;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
MS6;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
RB1;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
RB5;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
RC3;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
RE1;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
RE2;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
RE3;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
RP1;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
RS1;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
RS2;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
RS3;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
RS5;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
RT1;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
ME1;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
FEX;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
FEY;Eastern White Pine;PIB;PIN;0.01702;1.777886;1.13701;0.006907;1.658901;0.958244;0.01836;3.196797;-1.08756;0.058358;2.238857;-0.59681
FC1;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
FE1;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
FE2;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
FE3;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
FE4;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
FE5;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
FE6;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
FO1;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
MF1;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
MJ1;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
MJ2;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
MS1;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
MS2;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
MS6;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
RB1;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
RB5;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
RC3;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
RE1;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
RE2;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
RE3;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
RP1;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
RS1;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
RS2;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
RS3;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
RS5;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
RT1;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
ME1;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
FEX;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
FEY;Grey Birch;BOG;BOG;0.029496;1.906374;0.913867;0.014821;1.84333;0.502091;0.015012;3.03473;-0.76288;0.045452;2.644665;-1.49555
FC1;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
FE1;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
FE2;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
FE3;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
FE4;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
FE5;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
FE6;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
FO1;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
MF1;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
MJ1;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
MJ2;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
MS1;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
MS2;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
MS6;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
RB1;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
RB5;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
RC3;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
RE1;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
RE2;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
RE3;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
RP1;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
RS1;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
RS2;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
RS3;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
RS5;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
RT1;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
ME1;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
FEX;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
FEY;Red Pine;PIR;NA;0.010647;1.772467;1.328549;0.027746;1.519216;0.464523;0.012457;3.386516;-1.19394;0.073146;2.343909;-0.73781
FC1;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
FE1;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
FE2;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
FE3;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
FE4;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
FE5;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
FE6;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
FO1;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
MF1;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
MJ1;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
MJ2;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
MS1;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
MS2;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
MS6;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
RB1;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
RB5;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
RC3;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
RE1;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
RE2;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
RE3;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
RP1;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
RS1;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
RS2;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
RS3;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
RS5;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
RT1;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
ME1;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
FEX;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
FEY;Silver Maple;ERA;NA;0.027353;1.712596;1.108608;0.012338;1.824989;0.501005;0.054285;3.734348;-1.6497;6.680799;2.109243;-2.16969
FC1;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FE1;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FE2;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FE3;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FE4;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FE5;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FE6;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FO1;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
MF1;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
MJ1;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
MJ2;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
MS1;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
