Veg_Pot;ess;Espece;GrEspece;awood;bwood;cwood;abark;bbark;cbark;abranche;bbranche;cbranche;afoliage;bfoliage;cfoliage
MS6;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
RB1;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
RB5;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
RC3;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
RE1;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
RE2;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
RE3;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
RP1;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
RS1;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
RS2;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
RS3;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
RS5;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
RT1;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
ME1;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
FEX;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
FEY;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
FC1;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FE1;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FE2;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FE3;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FE4;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FE5;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FE6;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FO1;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
MF1;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
MJ1;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
MJ2;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
MS1;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
MS2;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
MS6;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
RB1;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
RB5;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
RC3;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
RE1;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
RE2;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
RE3;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
RP1;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
RS1;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
RS2;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
RS3;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
RS5;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
RT1;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
ME1;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FEX;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FEY;all;TOT;NA;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FC1;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
FE1;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
FE2;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
FE3;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
FE4;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
FE5;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
FE6;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
FO1;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
MF1;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
MJ1;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
MJ2;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
MS1;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
MS2;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
MS6;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
RB1;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
RB5;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
RC3;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
RE1;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
RE2;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
RE3;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
RP1;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
RS1;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
RS2;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
RS3;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
RS5;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
RT1;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
ME1;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
FEX;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
FEY;Basswood;TIL;TIL;0.016821;1.984401;0.898937;0.005694;1.588142;1.147201;0.003922;2.008398;0.858788;0.014738;1.830036;0
FC1;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
FE1;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
FE2;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
FE3;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
FE4;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
FE5;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
FE6;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
FO1;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
MF1;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
MJ1;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
MJ2;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
MS1;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
MS2;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
MS6;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
RB1;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
RB5;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
RC3;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
RE1;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
RE2;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
RE3;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
RP1;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
RS1;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
RS2;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
RS3;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
RS5;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
RT1;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
ME1;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
FEX;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
FEY;Beech;HEG;HEG;0.04317;2.037768;0.69996;0.004948;1.90566;0.676951;0.035526;2.374861;0;0.045228;1.556686;0
FC1;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
FE1;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
FE2;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
FE3;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
FE4;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
FE5;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
FE6;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
FO1;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
MF1;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
MJ1;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
MJ2;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
MS1;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
MS2;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
MS6;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
RB1;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
RB5;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
RC3;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
RE1;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
RE2;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
RE3;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
RP1;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
RS1;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
RS2;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
RS3;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
RS5;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
RT1;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
ME1;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
FEX;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
FEY;Hickory;CAC;NA;0.013941;1.591254;1.50801;0.008121;1.494322;1.132364;0.005004;3.046307;0;0.012135;2.08649;0
FC1;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
FE1;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
FE2;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
FE3;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
FE4;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
FE5;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
FE6;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
FO1;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
MF1;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
MJ1;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
MJ2;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
MS1;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
MS2;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
MS6;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
RB1;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
RB5;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
RC3;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
RE1;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
RE2;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
RE3;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
RP1;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
RS1;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
RS2;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
RS3;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
RS5;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
RT1;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
ME1;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
FEX;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
FEY;Hop-Hornbeam;OSV;OSV;0.008335;1.653352;1.74791;0.001195;1.148602;2.290321;8.55e-4;1.915165;1.776869;0.024709;2.005605;0
FC1;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
FE1;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
FE2;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
FE3;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
FE4;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
FE5;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
FE6;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
FO1;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
MF1;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
MJ1;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
MJ2;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
MS1;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
MS2;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
MS6;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
RB1;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
RB5;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
RC3;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
RE1;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
RE2;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
RE3;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
RP1;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
RS1;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
RS2;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
RS3;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
RS5;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
