VegPotID;Nothing;ParameterEstimates;SpeciesGroupID
6;1;-0.007856652;17
6;1;-0.109699802;17
6;1;-0.06141828;17
6;1;0.5099023;17
6;1;-0.113051281;20
6;1;0.024097009;20
6;1;0.007744791;20
6;1;0.074725037;20
6;1;0.014447076;20
6;1;0.865970514;20
6;1;0.130414256;26
6;1;-0.188314958;26
6;1;0.019373942;26
6;1;0.044045637;26
6;1;-0.051499402;26
6;1;0.00048975;26
6;1;0.400861562;26
6;1;-0.027490699;27
6;1;-0.045108364;27
6;1;-0.071025676;27
6;1;-0.044915168;27
6;1;-0.022822014;27
6;1;-0.002251131;27
6;1;0.102695292;27
6;1;0.50836524;27
7;1;0.612526233;1
7;1;-0.021757053;3
7;1;0.183512274;3
7;1;-0.021921414;4
7;1;0.018285364;4
7;1;0.576801508;4
7;1;0.046055824;6
7;1;-0.106405146;6
7;1;0.075147298;6
7;1;0.8013549;6
7;1;-0.079819369;7
7;1;0.01294939;7
7;1;0.021193437;7
7;1;-0.019270716;7
7;1;0.286082325;7
7;1;-0.244479361;9
7;1;-0.041981456;9
7;1;0.152583477;9
7;1;-0.009453495;9
7;1;0.170996704;9
7;1;1.080171519;9
7;1;0.115371972;10
7;1;0.007503098;10
7;1;-0.012705665;10
7;1;-0.085106723;10
7;1;-0.133187125;10
7;1;-0.32108135;10
7;1;0.880730999;10
7;1;-0.070771196;17
7;1;0.058151266;17
7;1;-0.025636004;17
7;1;-0.161030233;17
7;1;-0.053125678;17
7;1;-0.166854434;17
7;1;0.060687513;17
7;1;0.685289846;17
7;1;0.164061579;20
7;1;-0.018499134;20
7;1;-0.139845757;20
7;1;0.053223469;20
7;1;-0.06581231;20
7;1;-0.156015453;20
7;1;0.182134689;20
7;1;-0.012377692;20
7;1;0.509794256;20
7;1;0.103069068;21
7;1;-0.063509183;21
7;1;0.039385024;21
7;1;-0.072795684;21
7;1;0.031089335;21
7;1;0.045460716;21
7;1;-0.099980753;21
7;1;-0.097207757;21
7;1;-0.090382899;21
7;1;0.65860859;21
7;1;-0.108931108;23
7;1;-0.0456353;23
7;1;-0.003508525;23
7;1;0.068066023;23
7;1;0.0793818;23
7;1;0.06206204;23
7;1;-0.13286495;23
7;1;-0.115808924;23
7;1;-0.087420754;23
7;1;0.036592875;23
7;1;0.421645644;23
7;1;-0.175269411;27
7;1;0.024904656;27
7;1;0.013126952;27
7;1;-0.129228691;27
7;1;0.226290491;27
7;1;0.31817869;27
7;1;-0.176284926;27
7;1;-0.035501199;27
7;1;-0.108419706;27
7;1;-0.060703127;27
7;1;0.003462363;27
7;1;0.934609024;27
8;1;1.184539964;15
8;1;-0.553428917;16
8;1;1.019586544;16
8;1;0.039403016;26
8;1;-0.107228465;26
8;1;1.153579693;26
9;1;0.956698218;1
9;1;0.123405085;3
9;1;0.557089814;3
9;1;-0.048026259;4
9;1;-0.117185691;4
9;1;0.481292073;4
9;1;-0.180041413;7
9;1;0.081868264;7
9;1;-0.007280051;7
9;1;0.585925402;7
9;1;0.084768668;9
9;1;0.067161414;9
9;1;-0.064299276;9
9;1;0.024607003;9
9;1;0.765802996;9
9;1;-0.054427506;14
9;1;0.165523591;14
9;1;-0.099742898;14
9;1;0.058177352;14
9;1;0.053923707;14
9;1;0.606604807;14
9;1;0.001787118;21
9;1;-0.156007851;21
9;1;0.018107554;21
9;1;-0.106222065;21
9;1;-0.000379762;21
9;1;-0.117353015;21
9;1;0.489987912;21
9;1;0.062211349;27
9;1;0.08433562;27
9;1;-0.039703926;27
9;1;0.016382469;27
9;1;0.03191277;27
9;1;0.139279528;27
9;1;0.090947777;27
9;1;0.828148684;27
10;1;0.085847416;1
10;1;0.00659923;2
10;1;0.109062573;2
10;1;-0.024263963;3
10;1;-0.043857064;3
10;1;0.796343654;3
10;1;0.021180091;4
10;1;-0.008739604;4
10;1;-0.168988703;4
10;1;0.869061473;4
10;1;0.002927223;5
10;1;0.011989119;5
10;1;-0.007905274;5
10;1;-0.010980716;5
10;1;0.044606511;5
10;1;-0.000111155;6
10;1;-0.001791565;6
10;1;-0.017153843;6
10;1;-0.00417433;6
10;1;0.000138409;6
10;1;0.03526269;6
10;1;0.019670877;7
10;1;-0.015005189;7
10;1;-0.031928808;7
10;1;0.075801269;7
10;1;-0.010984087;7
10;1;-0.005279772;7
10;1;0.613909598;7
10;1;-0.00350282;8
10;1;-0.003473766;8
10;1;0.003689807;8
10;1;0.006804618;8
10;1;-0.00314474;8
10;1;-0.000985954;8
10;1;0.021094648;8
10;1;0.103731538;8
10;1;-0.006049106;9
10;1;0.048182258;9
10;1;-0.245102476;9
10;1;0.107592294;9
10;1;0.011149521;9
10;1;0.027151761;9
10;1;0.051580787;9
10;1;0.041785368;9
10;1;1.149751529;9
10;1;-0.00352415;10
10;1;-0.019475461;10
10;1;0.109869755;10
10;1;-0.163499996;10
10;1;-0.005075645;10
10;1;0.012414827;10
10;1;-0.071719259;10
10;1;0.019067291;10
10;1;-0.034575938;10
10;1;0.655599978;10
10;1;0.008995314;14
10;1;0.003707553;14
10;1;0.041252465;14
10;1;-0.065537307;14
10;1;0.003569515;14
10;1;-0.003202218;14
10;1;-0.010561768;14
10;1;-0.008813195;14
10;1;-0.010363562;14
10;1;0.018202604;14
10;1;0.198465274;14
10;1;-0.001980555;17
10;1;-0.002644262;17
10;1;0.002918783;17
10;1;-0.016607223;17
10;1;0.00019086;17
10;1;0.000420577;17
10;1;0.005190213;17
10;1;0.00402152;17
10;1;0.032111819;17
10;1;0.035316176;17
10;1;0.003292275;17
10;1;0.095040254;17
10;1;0.003545282;19
10;1;0.005310264;19
10;1;-0.013837179;19
10;1;-0.009220217;19
10;1;0.002385822;19
10;1;0.000765688;19
10;1;-0.005970084;19
10;1;-0.002619516;19
10;1;-0.005748013;19
10;1;-0.00035419;19
10;1;0.013560128;19
10;1;-0.000802512;19
10;1;0.0436232;19
10;1;0.001028921;20
10;1;0.000531898;20
10;1;-0.014044283;20
10;1;-0.006326228;20
10;1;0.005774577;20
10;1;0.007585655;20
10;1;0.004997485;20
10;1;-0.000822737;20
10;1;-0.005437909;20
10;1;0.02119366;20
10;1;0.000841886;20
10;1;-0.000684523;20
10;1;0.001890654;20
10;1;0.03398225;20
10;1;0.022207747;21
10;1;0.040831048;21
10;1;-0.210186518;21
10;1;0.139069274;21
10;1;0.003046986;21
10;1;0.015411975;21
10;1;-0.025111951;21
10;1;-0.016103976;21
10;1;0.116635616;21
10;1;-0.056843425;21
10;1;-0.007930125;21
10;1;-0.013645147;21
10;1;0.003204699;21
10;1;0.004586392;21
10;1;0.532550698;21
10;1;0.004045408;23
10;1;-0.000244112;23
10;1;-0.049459975;23
10;1;0.034277939;23
10;1;-0.000972441;23
10;1;0.013832215;23
10;1;0.022041387;23
10;1;-0.000263547;23
10;1;0.04114588;23
10;1;-0.012904966;23
10;1;-0.004470835;23
10;1;0.000241847;23
10;1;0.000370756;23
10;1;0.010549069;23
10;1;0.01209414;23
10;1;0.068943159;23
10;1;0.008910171;24
10;1;0.001346715;24
10;1;-0.01579365;24
10;1;0.080900939;24
10;1;0.004830654;24
10;1;-0.00376302;24
10;1;-0.014529904;24
10;1;-0.003082494;24
10;1;-0.049390185;24
10;1;-0.044541736;24
10;1;-0.013890394;24
10;1;-0.013087274;24
10;1;-0.001267886;24
10;1;-0.003774685;24
10;1;-0.005256253;24
10;1;-0.009698688;24
10;1;0.250739342;24
10;1;0.003721463;25
10;1;0.018896205;25
10;1;0.007520797;25
10;1;-0.055146502;25
10;1;-0.000998601;25
10;1;-0.001425618;25
10;1;-0.001041048;25
10;1;0.001674336;25
10;1;0.071233209;25
10;1;0.000757673;25
10;1;0.000363974;25
10;1;0.017077669;25
10;1;0.005940912;25
10;1;-0.002190425;25
10;1;-0.017207391;25
10;1;0.002645967;25
10;1;-0.017633976;25
10;1;0.209284798;25
10;1;-0.000531977;27
10;1;0.002172405;27
10;1;-0.044429313;27
10;1;0.129145524;27
10;1;0.002887767;27
10;1;-0.00269164;27
10;1;0.259015484;27
10;1;0.005659826;27
10;1;0.096735181;27
10;1;-0.17350121;27
10;1;-0.01104141;27
10;1;-0.013991991;27
10;1;-0.007761899;27
10;1;-0.013799768;27
10;1;0.023207154;27
10;1;-0.002379137;27
10;1;0.017335655;27
10;1;-0.011879174;27
10;1;1.197661771;27
10;1;-0.003246186;30
10;1;0.010813738;30
10;1;0.045550027;30
10;1;-0.022084965;30
10;1;-0.00327998;30
10;1;-0.003975004;30
10;1;0.020064025;30
10;1;0.001442311;30
10;1;-0.036155547;30
10;1;-0.025678586;30
10;1;0.028531417;30
10;1;0.000219625;30
10;1;0.016553611;30
10;1;-0.005491596;30
10;1;-0.002241231;30
10;1;0.008373954;30
10;1;-0.029834652;30
10;1;0.034193408;30
10;1;0.053965333;30
10;1;0.381311559;30
11;1;0.084871991;3
11;1;-0.029169661;4
11;1;0.774719509;4
11;1;-0.036675799;7
11;1;-0.211408146;7
11;1;1.102336675;7
11;1;-0.015243307;8
11;1;-0.046418028;8
11;1;0.112284124;8
11;1;0.699517243;8
11;1;-0.001498302;9
11;1;0.015155826;9
11;1;-0.01312095;9
11;1;0.007500099;9
11;1;0.037552755;9
11;1;0.036798484;10
11;1;-0.133406269;10
11;1;0.0374791;10
11;1;0.061521985;10
11;1;0.020585356;10
11;1;1.1283681;10
11;1;-0.004053295;11
11;1;0.047827546;11
11;1;-0.071211815;11
11;1;-0.02646984;11
11;1;0.012674058;11
11;1;0.020570013;11
11;1;0.155808531;11
11;1;0.005634092;14
11;1;-0.052901129;14
11;1;-0.017715218;14
11;1;0.007656712;14
11;1;-0.002014891;14
11;1;-0.000597638;14
11;1;0.019831955;14
11;1;0.160454775;14
11;1;-0.000139937;16
11;1;0.036481038;16
11;1;-0.049287711;16
11;1;-0.003155112;16
11;1;-0.002589049;16
11;1;-0.020501147;16
11;1;0.011676359;16
11;1;0.010919709;16
11;1;0.114767855;16
11;1;-0.00019766;21
11;1;-0.016969278;21
11;1;-0.010557874;21
11;1;-0.005951811;21
11;1;-0.001529008;21
11;1;0.018580932;21
11;1;0.001189449;21
11;1;0.011427666;21
11;1;0.003961;21
11;1;0.057602844;21
11;1;0.01690919;23
11;1;-0.272142342;23
11;1;0.053459205;23
11;1;-0.002733852;23
11;1;-0.010126509;23
11;1;0.054921288;23
11;1;-0.011368775;23
11;1;0.03865038;23
11;1;-0.018760599;23
11;1;0.025389825;23
11;1;0.839178738;23
11;1;0.006297112;24
11;1;-0.060264147;24
11;1;-0.012342478;24
11;1;0.032808006;24
11;1;-0.000860549;24
11;1;0.013964732;24
11;1;-0.006626667;24
11;1;0.006368445;24
11;1;-0.008366906;24
11;1;0.008462773;24
11;1;0.056300617;24
11;1;0.14512808;24
11;1;-0.002269077;25
11;1;-0.01157355;25
11;1;0.104013152;25
11;1;-0.03530968;25
11;1;-0.001069302;25
11;1;-0.058013769;25
11;1;-0.007089046;25
11;1;-0.009960206;25
11;1;-0.005857719;25
11;1;-0.000619305;25
11;1;-0.025621809;25
11;1;-0.012887727;25
11;1;0.248202899;25
11;1;4.22E-05;27
11;1;0.021778177;27
11;1;-0.046630278;27
11;1;-0.0034012;27
11;1;0.003663107;27
11;1;0.016628267;27
11;1;0.022091561;27
11;1;0.007796996;27
11;1;0.005864162;27
11;1;0.001161049;27
11;1;-0.015465402;27
11;1;0.000819978;27
11;1;-0.006474422;27
11;1;0.071006752;27
11;1;-0.013321221;29
11;1;0.038945229;29
11;1;0.002393005;29
11;1;0.251550497;29
11;1;0.006251965;29
11;1;0.076542985;29
11;1;-0.028416006;29
11;1;-0.027200849;29
11;1;0.006556966;29
11;1;-0.006697052;29
11;1;-0.087255631;29
11;1;-0.001891376;29
11;1;-0.029384542;29
11;1;0.000909197;29
11;1;1.263640123;29
11;1;-0.001070015;30
11;1;0.001651821;30
11;1;0.013742003;30
11;1;0.00296715;30
11;1;-0.000802752;30
11;1;-0.007658119;30
11;1;-0.002549631;30
11;1;-0.001556676;30
11;1;-0.002036114;30
11;1;-0.000601709;30
11;1;-0.007428768;30
11;1;-0.002615763;30
11;1;0.010116171;30
11;1;-0.001303027;30
11;1;0.013478616;30
11;1;0.0269481;30
12;1;0.701329333;3
12;1;-0.160277236;4
12;1;1.228900338;4
12;1;-0.05811272;7
12;1;0.160860813;7
12;1;0.738147226;7
12;1;0.028444227;8
12;1;-0.014325106;8
12;1;-0.001614939;8
12;1;0.126281819;8
12;1;0.031512058;9
12;1;0.011990613;9
12;1;0.001019217;9
12;1;0.0926566;9
12;1;0.834355524;9
12;1;0.018734969;10
12;1;-0.091045316;10
12;1;-0.058845001;10
12;1;0.012371173;10
12;1;0.066765354;10
12;1;0.318601837;10
12;1;0.04661731;15
12;1;-0.114117812;15
12;1;-0.05282601;15
12;1;-1.94E-05;15
12;1;0.018924512;15
12;1;0.040209461;15
12;1;0.199021479;15
12;1;-0.01378487;16
12;1;-0.019729249;16
12;1;-0.022817451;16
12;1;-0.006741687;16
12;1;0.028246776;16
12;1;0.001963771;16
12;1;0.015836055;16
12;1;0.142011209;16
12;1;-0.199924713;21
12;1;0.103738353;21
12;1;0.10464677;21
12;1;-0.004816781;21
12;1;0.057939355;21
12;1;0.016754491;21
12;1;-0.019273473;21
12;1;0.032976458;21
12;1;0.816761613;21
12;1;-0.004361632;24
12;1;0.203126973;24
12;1;-0.061455996;24
12;1;-0.009252564;24
12;1;-0.058982168;24
12;1;-0.014771669;24
12;1;-0.02537252;24
12;1;0.017126756;24
12;1;-0.019251638;24
12;1;0.543964064;24
12;1;0.00102795;26
12;1;-0.056298485;26
12;1;-0.011771831;26
12;1;-0.00401206;26
12;1;0.05558158;26
12;1;0.001353463;26
12;1;0.067092885;26
12;1;0.012699605;26
12;1;-0.004763536;26
12;1;-0.025477105;26
12;1;0.162016263;26
12;1;-0.021974426;27
12;1;0.091547704;27
12;1;0.310488478;27
12;1;0.002322868;27
12;1;0.070741315;27
12;1;-0.05921049;27
12;1;-0.084953244;27
12;1;-0.041158924;27
12;1;-0.088254268;27
12;1;-0.00947571;27
12;1;-0.069835284;27
12;1;1.516675344;27
12;1;0.016370601;29
12;1;0.002489004;29
12;1;-0.006551992;29
12;1;-0.004258348;29
12;1;-0.04019647;29
12;1;-0.010821169;29
12;1;-0.006092677;29
12;1;-0.002504239;29
12;1;-0.037498105;29
12;1;0.023693459;29
12;1;-0.008677748;29
12;1;0.030752435;29
12;1;0.123453878;29
12;1;-0.015416598;30
12;1;-0.058151828;30
12;1;-0.006420642;30
12;1;0.010691993;30
12;1;0.004116757;30
12;1;0.005809134;30
12;1;0.038684643;30
12;1;0.008194732;30
12;1;0.013096016;30
12;1;-0.036159398;30
12;1;0.00182735;30
12;1;0.017089505;30
12;1;-0.001578147;30
12;1;0.232308562;30
13;1;0.051067859;2
13;1;0.001775265;3
13;1;0.044434718;3
13;1;-0.032013429;4
13;1;0.001155345;4
13;1;1.286319523;4
13;1;-0.01375356;7
13;1;-0.014146444;7
13;1;0.017364337;7
13;1;0.99168201;7
13;1;0.037794315;9
13;1;0.024848028;9
13;1;-0.014007643;9
13;1;-0.034765123;9
13;1;0.356512833;9
13;1;0.01005761;12
13;1;0.010300511;12
13;1;-0.015569238;12
13;1;-0.017263875;12
13;1;0.04789642;12
13;1;0.06824561;12
13;1;0.01426264;21
13;1;-0.008976145;21
13;1;0.048741271;21
13;1;-0.025804975;21
13;1;0.064752909;21
13;1;0.011035253;21
13;1;1.213591185;21
13;1;-0.00204571;22
13;1;-0.001955625;22
13;1;-0.000645459;22
13;1;0.042693618;22
13;1;0.011960597;22
13;1;0.000338202;22
13;1;0.07956758;22
13;1;0.145657651;22
13;1;0.000665819;23
13;1;-0.000900478;23
13;1;0.008967306;23
13;1;0.010869708;23
13;1;0.019536757;23
13;1;0.001552057;23
13;1;0.007913533;23
13;1;0.003776485;23
13;1;0.049166597;23
13;1;-0.004236166;24
13;1;0.005211268;24
13;1;0.126120466;24
13;1;-0.099706736;24
13;1;-0.012833668;24
13;1;-0.001157739;24
13;1;-0.027292456;24
13;1;-0.007464245;24
13;1;-0.006665857;24
13;1;0.31492974;24
13;1;0.00725643;26
13;1;0.002867282;26
13;1;-0.015904253;26
13;1;-0.003510592;26
13;1;0.024971518;26
13;1;0.00743832;26
13;1;0.003649289;26
13;1;-0.000528354;26
13;1;-1.38E-05;26
13;1;-0.00268056;26
13;1;0.026699626;26
13;1;-0.008344145;27
13;1;-0.001850038;27
13;1;-0.073123651;27
13;1;0.394357082;27
13;1;-0.056755798;27
13;1;-0.020053808;27
13;1;-0.489111144;27
13;1;-0.093738912;27
13;1;-0.004883337;27
13;1;-0.067799097;27
13;1;-0.005697611;27
13;1;2.027246624;27
13;1;-0.001651925;28
13;1;-0.002308673;28
13;1;-0.012075276;28
13;1;-0.020502617;28
13;1;-0.012144525;28
13;1;0.000889121;28
13;1;0.049746317;28
