VegPotID,SpeciesID,SpeciesGroupID,RelationHDSpeciesID,VolumeSpeciesID,HarvestSpeciesID
28,4,1,2,3,6
28,4,1,2,3,6
28,5,1,2,3,6
28,6,1,2,3,6
28,6,1,2,3,6
28,7,1,2,3,6
28,8,5,2,4,6
28,8,5,2,4,6
28,9,6,3,5,6
28,9,6,3,5,6
28,10,1,2,3,6
28,11,7,5,7,3
28,11,7,5,7,3
28,12,1,2,3,6
28,12,1,2,3,6
28,13,1,2,3,6
28,14,1,2,3,6
28,14,1,2,3,6
28,15,8,2,3,11
28,15,8,2,3,11
28,16,9,7,9,4
28,16,9,7,9,4
28,17,10,8,10,5
28,17,10,8,10,5
28,18,13,9,11,6
28,18,13,9,11,6
28,19,1,2,3,6
28,19,1,2,3,6
28,20,1,2,3,6
28,20,1,2,3,6
28,21,17,10,13,7
28,21,17,10,13,7
28,22,1,2,3,6
28,23,1,2,3,6
28,23,1,2,3,6
28,24,1,2,3,6
28,25,1,2,3,6
28,26,1,2,3,6
28,27,1,2,3,6
28,27,1,2,3,6
28,28,19,2,3,6
28,28,19,2,3,6
28,29,1,2,3,6
28,29,1,2,3,6
28,30,1,2,3,6
28,30,1,2,3,6
28,31,20,12,16,6
28,31,20,12,16,6
28,32,21,14,19,8
28,32,21,14,19,8
28,33,1,2,3,6
28,34,1,2,3,6
28,35,1,2,3,6
28,35,1,2,3,6
28,36,1,2,3,6
28,37,24,2,3,11
28,37,24,2,3,11
28,38,25,17,23,10
28,38,25,17,23,10
28,39,27,18,24,11
28,39,27,18,24,11
28,40,1,2,3,6
28,40,1,2,3,6
28,41,1,2,3,6
28,41,1,2,3,6
28,42,1,2,3,6
28,43,1,2,3,6
28,43,1,2,3,6
28,44,31,20,26,6
28,44,31,20,26,6
28,45,1,2,3,6
28,46,1,2,3,6
29,1,16,2,3,8
29,1,16,2,3,8
29,2,3,1,2,1
29,2,3,1,2,1
29,3,4,2,3,2
29,3,4,2,3,2
29,4,16,2,3,8
29,4,16,2,3,8
29,5,11,8,10,6
29,6,11,8,10,6
29,6,11,8,10,6
29,7,11,8,10,6
29,8,5,2,4,6
29,8,5,2,4,6
29,9,6,3,5,6
29,9,6,3,5,6
29,10,11,8,10,6
29,11,7,5,7,3
29,11,7,5,7,3
29,12,16,2,3,8
29,12,16,2,3,8
29,13,11,8,10,6
29,14,11,8,10,6
29,15,8,2,3,11
29,15,8,2,3,11
29,16,9,7,9,4
29,16,9,7,9,4
29,17,10,8,10,5
29,17,10,8,10,5
29,18,13,9,11,6
29,18,13,9,11,6
29,19,14,9,12,6
29,19,14,9,12,6
29,20,11,8,10,6
29,20,11,8,10,6
29,21,17,10,13,7
29,21,17,10,13,7
29,22,11,8,10,6
29,23,11,8,10,6
29,23,11,8,10,6
29,24,11,8,10,6
29,25,11,8,10,6
29,25,11,8,10,6
29,26,11,8,10,6
29,27,16,2,3,8
29,27,16,2,3,8
29,28,11,8,10,6
29,28,11,8,10,6
29,29,11,8,10,6
29,29,11,8,10,6
29,30,11,8,10,6
29,30,11,8,10,6
29,31,20,12,16,6
29,31,20,12,16,6
29,32,21,14,19,8
29,32,21,14,19,8
29,33,11,8,10,6
29,34,11,8,10,6
29,34,11,8,10,6
29,35,11,8,10,6
29,35,11,8,10,6
29,36,11,8,10,6
29,37,24,2,3,11
29,37,24,2,3,11
29,38,25,17,23,10
29,38,25,17,23,10
29,39,27,18,24,11
29,39,27,18,24,11
29,40,16,2,3,8
29,40,16,2,3,8
29,41,11,8,10,6
29,41,11,8,10,6
29,42,11,8,10,6
29,42,11,8,10,6
29,43,30,19,25,12
29,43,30,19,25,12
29,44,31,20,26,6
29,44,31,20,26,6
29,45,11,8,10,6
29,46,11,8,10,6
