PlacetteID;Latitude;Longitude;Altitude;Sdom_Bio;Reg_Eco;Type_Eco;Cl_Drai;Espece;Etat;DHPcm;Nombre;Hauteur;Annee;Type_Eco_Photo;Age;Veg_Pot;origTreeID;sand_015cm;Pente;cec_015cm;Exposition;TMoy;PTot
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;PIG;10;26;1;NA;2000;RE20;70;RS2;1;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;SAB;10;24;2;NA;2000;RE20;70;RS2;2;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;SAB;10;24;1;NA;2000;RE20;70;RS2;3;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;SAB;10;22;1;NA;2000;RE20;70;RS2;4;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;EPN;10;20;1;NA;2000;RE20;70;RS2;5;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;SAB;10;20;2;NA;2000;RE20;70;RS2;6;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;EPN;10;18;2;NA;2000;RE20;70;RS2;7;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;SAB;10;18;1;NA;2000;RE20;70;RS2;8;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;BOP;10;16;1;NA;2000;RE20;70;RS2;9;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;EPN;10;16;5;NA;2000;RE20;70;RS2;10;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;SAB;10;16;2;NA;2000;RE20;70;RS2;11;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;EPB;10;14;1;NA;2000;RE20;70;RS2;12;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;EPN;10;14;5;NA;2000;RE20;70;RS2;13;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;SAB;10;14;1;NA;2000;RE20;70;RS2;14;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;EPN;10;12;3;NA;2000;RE20;70;RS2;15;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;SAB;10;12;3;NA;2000;RE20;70;RS2;16;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;EPN;10;10;9;NA;2000;RE20;70;RS2;17;60;5;5;5;5;900
8804401;49.663908;-71.210573;333;5O;5b;RS22;30;SAB;10;10;4;NA;2000;RE20;70;RS2;18;60;5;5;5;5;900
8804501;49.662788;-71.23714;355;5O;5b;RS22;30;EPN;10;26;1;NA;2000;RE22;70;RS2;1;60;5;5;5;5;900
8804501;49.662788;-71.23714;355;5O;5b;RS22;30;EPN;10;24;2;NA;2000;RE22;70;RS2;2;60;5;5;5;5;900
8804501;49.662788;-71.23714;355;5O;5b;RS22;30;EPN;10;22;4;NA;2000;RE22;70;RS2;3;60;5;5;5;5;900
8804501;49.662788;-71.23714;355;5O;5b;RS22;30;EPN;10;20;5;NA;2000;RE22;70;RS2;4;60;5;5;5;5;900
8804501;49.662788;-71.23714;355;5O;5b;RS22;30;EPN;10;18;8;NA;2000;RE22;70;RS2;5;60;5;5;5;5;900
8804501;49.662788;-71.23714;355;5O;5b;RS22;30;EPN;10;16;5;NA;2000;RE22;70;RS2;6;60;5;5;5;5;900
8804501;49.662788;-71.23714;355;5O;5b;RS22;30;PET;10;16;2;NA;2000;RE22;70;RS2;7;60;5;5;5;5;900
8804501;49.662788;-71.23714;355;5O;5b;RS22;30;BOP;10;14;1;NA;2000;RE22;70;RS2;8;60;5;5;5;5;900
8804501;49.662788;-71.23714;355;5O;5b;RS22;30;EPN;10;14;5;NA;2000;RE22;70;RS2;9;60;5;5;5;5;900
8804501;49.662788;-71.23714;355;5O;5b;RS22;30;PET;10;14;1;NA;2000;RE22;70;RS2;10;60;5;5;5;5;900
8804501;49.662788;-71.23714;355;5O;5b;RS22;30;EPN;10;12;6;NA;2000;RE22;70;RS2;11;60;5;5;5;5;900
8804501;49.662788;-71.23714;355;5O;5b;RS22;30;PET;10;12;4;NA;2000;RE22;70;RS2;12;60;5;5;5;5;900
8804501;49.662788;-71.23714;355;5O;5b;RS22;30;BOP;10;10;1;NA;2000;RE22;70;RS2;13;60;5;5;5;5;900
8804501;49.662788;-71.23714;355;5O;5b;RS22;30;EPN;10;10;4;NA;2000;RE22;70;RS2;14;60;5;5;5;5;900
8804501;49.662788;-71.23714;355;5O;5b;RS22;30;PET;10;10;3;NA;2000;RE22;70;RS2;15;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;EPB;10;32;1;NA;2000;RS22;70;RS2;1;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;EPN;10;28;1;NA;2000;RS22;70;RS2;2;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;EPN;10;26;1;NA;2000;RS22;70;RS2;3;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;EPN;10;24;4;NA;2000;RS22;70;RS2;4;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;EPN;10;22;3;NA;2000;RS22;70;RS2;5;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;EPN;10;20;2;NA;2000;RS22;70;RS2;6;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;EPN;10;18;3;NA;2000;RS22;70;RS2;7;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;EPN;10;16;6;NA;2000;RS22;70;RS2;8;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;BOP;10;14;5;NA;2000;RS22;70;RS2;9;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;EPN;10;14;4;NA;2000;RS22;70;RS2;10;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;BOP;10;12;6;NA;2000;RS22;70;RS2;11;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;EPN;10;12;5;NA;2000;RS22;70;RS2;12;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;SAB;10;12;1;NA;2000;RS22;70;RS2;13;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;BOP;10;10;1;NA;2000;RS22;70;RS2;14;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;EPN;10;10;6;NA;2000;RS22;70;RS2;15;60;5;5;5;5;900
8805104;49.654473;-71.354535;389;5O;5b;RS22;30;SAB;10;10;1;NA;2000;RS22;70;RS2;16;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;BOP;10;24;1;NA;2000;MS20;90;RS2;1;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;EPN;10;24;1;NA;2000;MS20;90;RS2;2;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;EPN;10;22;2;NA;2000;MS20;90;RS2;3;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;BOP;10;20;1;NA;2000;MS20;90;RS2;4;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;EPN;10;20;1;NA;2000;MS20;90;RS2;5;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;BOP;10;18;1;NA;2000;MS20;90;RS2;6;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;EPN;10;18;1;NA;2000;MS20;90;RS2;7;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;PIG;10;18;1;NA;2000;MS20;90;RS2;8;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;BOP;10;16;3;NA;2000;MS20;90;RS2;9;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;EPN;10;16;3;NA;2000;MS20;90;RS2;10;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;SAB;10;16;1;NA;2000;MS20;90;RS2;11;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;EPN;10;14;3;NA;2000;MS20;90;RS2;12;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;SAB;10;14;2;NA;2000;MS20;90;RS2;13;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;EPN;10;12;2;NA;2000;MS20;90;RS2;14;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;SAB;10;12;2;NA;2000;MS20;90;RS2;15;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;EPN;10;10;2;NA;2000;MS20;90;RS2;16;60;5;5;5;5;900
8805301;49.571422;-71.862405999999993;256;5O;5b;RS22;20;SAB;10;10;4;NA;2000;MS20;90;RS2;17;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;PIG;10;40;1;NA;2000;MS20;90;RS2;1;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;EPN;10;30;1;NA;2000;MS20;90;RS2;2;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;PIG;10;30;3;NA;2000;MS20;90;RS2;3;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;BOP;10;28;1;NA;2000;MS20;90;RS2;4;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;EPN;10;28;1;NA;2000;MS20;90;RS2;5;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;PIG;10;28;1;NA;2000;MS20;90;RS2;6;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;EPN;10;26;1;NA;2000;MS20;90;RS2;7;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;PIG;10;26;2;NA;2000;MS20;90;RS2;8;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;EPN;10;24;2;NA;2000;MS20;90;RS2;9;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;PIG;10;24;1;NA;2000;MS20;90;RS2;10;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;BOP;10;22;3;NA;2000;MS20;90;RS2;11;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;EPN;10;22;2;NA;2000;MS20;90;RS2;12;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;BOP;10;20;1;NA;2000;MS20;90;RS2;13;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;EPN;10;20;3;NA;2000;MS20;90;RS2;14;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;BOP;10;18;1;NA;2000;MS20;90;RS2;15;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;BOP;10;16;3;NA;2000;MS20;90;RS2;16;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;EPN;10;16;1;NA;2000;MS20;90;RS2;17;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;SAB;10;14;1;NA;2000;MS20;90;RS2;18;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;EPN;10;12;2;NA;2000;MS20;90;RS2;19;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;SAB;10;12;2;NA;2000;MS20;90;RS2;20;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;EPN;10;10;1;NA;2000;MS20;90;RS2;21;60;5;5;5;5;900
8805302;49.572095;-71.864098;288;5O;5b;RS22;20;SAB;10;10;13;NA;2000;MS20;90;RS2;22;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;BOP;10;26;1;NA;2000;RS25S;120;RS2;1;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;EPN;10;24;1;NA;2000;RS25S;120;RS2;2;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;EPN;10;22;6;NA;2000;RS25S;120;RS2;3;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;PIG;10;22;1;NA;2000;RS25S;120;RS2;4;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;EPN;10;20;1;NA;2000;RS25S;120;RS2;5;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;PIG;10;20;1;NA;2000;RS25S;120;RS2;6;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;EPN;10;18;2;NA;2000;RS25S;120;RS2;7;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;BOP;10;16;2;NA;2000;RS25S;120;RS2;8;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;EPN;10;16;1;NA;2000;RS25S;120;RS2;9;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;BOP;10;14;4;NA;2000;RS25S;120;RS2;10;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;EPN;10;14;3;NA;2000;RS25S;120;RS2;11;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;SAB;10;14;1;NA;2000;RS25S;120;RS2;12;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;BOP;10;12;1;NA;2000;RS25S;120;RS2;13;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;EPN;10;12;1;NA;2000;RS25S;120;RS2;14;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;SAB;10;12;3;NA;2000;RS25S;120;RS2;15;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;BOP;10;10;1;NA;2000;RS25S;120;RS2;16;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;EPN;10;10;1;NA;2000;RS25S;120;RS2;17;60;5;5;5;5;900
8805303;49.572947;-71.866542;279;5O;5b;RS22;30;SAB;10;10;6;NA;2000;RS25S;120;RS2;18;60;5;5;5;5;900
8805305;49.577629;-71.878192;262;5O;5b;RS22;30;BOP;10;26;1;NA;2000;RE21;90;RS2;1;60;5;5;5;5;900
8805305;49.577629;-71.878192;262;5O;5b;RS22;30;BOP;10;24;1;NA;2000;RE21;90;RS2;2;60;5;5;5;5;900
8805305;49.577629;-71.878192;262;5O;5b;RS22;30;EPN;10;24;2;NA;2000;RE21;90;RS2;3;60;5;5;5;5;900
8805305;49.577629;-71.878192;262;5O;5b;RS22;30;BOP;10;22;1;NA;2000;RE21;90;RS2;4;60;5;5;5;5;900
8805305;49.577629;-71.878192;262;5O;5b;RS22;30;EPN;10;22;1;NA;2000;RE21;90;RS2;5;60;5;5;5;5;900
8805305;49.577629;-71.878192;262;5O;5b;RS22;30;BOP;10;20;3;NA;2000;RE21;90;RS2;6;60;5;5;5;5;900
8805305;49.577629;-71.878192;262;5O;5b;RS22;30;EPN;10;20;2;NA;2000;RE21;90;RS2;7;60;5;5;5;5;900
8805305;49.577629;-71.878192;262;5O;5b;RS22;30;BOP;10;18;3;NA;2000;RE21;90;RS2;8;60;5;5;5;5;900
8805305;49.577629;-71.878192;262;5O;5b;RS22;30;EPN;10;18;2;NA;2000;RE21;90;RS2;9;60;5;5;5;5;900
8805305;49.577629;-71.878192;262;5O;5b;RS22;30;SAB;10;16;1;NA;2000;RE21;90;RS2;10;60;5;5;5;5;900
8805305;49.577629;-71.878192;262;5O;5b;RS22;30;EPN;10;14;1;NA;2000;RE21;90;RS2;11;60;5;5;5;5;900
8805305;49.577629;-71.878192;262;5O;5b;RS22;30;SAB;10;14;1;NA;2000;RE21;90;RS2;12;60;5;5;5;5;900
8805305;49.577629;-71.878192;262;5O;5b;RS22;30;BOP;10;12;1;NA;2000;RE21;90;RS2;13;60;5;5;5;5;900
8805305;49.577629;-71.878192;262;5O;5b;RS22;30;SAB;10;12;3;NA;2000;RE21;90;RS2;14;60;5;5;5;5;900
8805305;49.577629;-71.878192;262;5O;5b;RS22;30;SAB;10;10;2;NA;2000;RE21;90;RS2;15;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;BOP;10;22;1;NA;2000;MS20;30;RS2;1;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;EPN;10;22;1;NA;2000;MS20;30;RS2;2;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;EPN;10;20;2;NA;2000;MS20;30;RS2;3;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;SAB;10;20;2;NA;2000;MS20;30;RS2;4;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;EPN;10;18;2;NA;2000;MS20;30;RS2;5;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;SAB;10;18;2;NA;2000;MS20;30;RS2;6;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;EPN;10;16;2;NA;2000;MS20;30;RS2;7;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;SAB;10;16;3;NA;2000;MS20;30;RS2;8;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;EPN;10;14;3;NA;2000;MS20;30;RS2;9;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;SAB;10;14;6;NA;2000;MS20;30;RS2;10;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;EPN;10;12;9;NA;2000;MS20;30;RS2;11;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;SAB;10;12;7;NA;2000;MS20;30;RS2;12;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;SAB;10;12;1;NA;2000;MS20;30;RS2;13;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;BOP;10;10;1;NA;2000;MS20;30;RS2;14;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;EPN;10;10;3;NA;2000;MS20;30;RS2;15;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;SAB;10;10;16;NA;2000;MS20;30;RS2;16;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;SAB;10;10;1;NA;2000;MS20;30;RS2;17;60;5;5;5;5;900
8806001;49.218123;-71.668186;508;5O;5b;RS22;30;SOA;10;10;1;NA;2000;MS20;30;RS2;18;60;5;5;5;5;900
8806101;49.222516;-71.667685;438;5O;5b;RS25;40;EPN;10;20;1;NA;2000;RE25;50;RS2;1;60;5;5;5;5;900
8806101;49.222516;-71.667685;438;5O;5b;RS25;40;EPN;10;18;6;NA;2000;RE25;50;RS2;2;60;5;5;5;5;900
8806101;49.222516;-71.667685;438;5O;5b;RS25;40;SAB;10;18;2;NA;2000;RE25;50;RS2;3;60;5;5;5;5;900
8806101;49.222516;-71.667685;438;5O;5b;RS25;40;EPN;10;16;3;NA;2000;RE25;50;RS2;4;60;5;5;5;5;900
8806101;49.222516;-71.667685;438;5O;5b;RS25;40;SAB;10;16;1;NA;2000;RE25;50;RS2;5;60;5;5;5;5;900
8806101;49.222516;-71.667685;438;5O;5b;RS25;40;EPN;10;14;10;NA;2000;RE25;50;RS2;6;60;5;5;5;5;900
8806101;49.222516;-71.667685;438;5O;5b;RS25;40;SAB;10;14;3;NA;2000;RE25;50;RS2;7;60;5;5;5;5;900
8806101;49.222516;-71.667685;438;5O;5b;RS25;40;EPN;10;12;7;NA;2000;RE25;50;RS2;8;60;5;5;5;5;900
8806101;49.222516;-71.667685;438;5O;5b;RS25;40;SAB;10;12;3;NA;2000;RE25;50;RS2;9;60;5;5;5;5;900
8806101;49.222516;-71.667685;438;5O;5b;RS25;40;SAB;10;12;1;NA;2000;RE25;50;RS2;10;60;5;5;5;5;900
8806101;49.222516;-71.667685;438;5O;5b;RS25;40;SAB;10;12;1;NA;2000;RE25;50;RS2;11;60;5;5;5;5;900
8806101;49.222516;-71.667685;438;5O;5b;RS25;40;SAB;10;12;1;NA;2000;RE25;50;RS2;12;60;5;5;5;5;900
8806101;49.222516;-71.667685;438;5O;5b;RS25;40;EPN;10;10;7;NA;2000;RE25;50;RS2;13;60;5;5;5;5;900
8806101;49.222516;-71.667685;438;5O;5b;RS25;40;SAB;10;10;6;NA;2000;RE25;50;RS2;14;60;5;5;5;5;900
8806101;49.222516;-71.667685;438;5O;5b;RS25;40;SAB;10;10;1;NA;2000;RE25;50;RS2;15;60;5;5;5;5;900
8806501;49.231882;-71.728025;362;5O;5b;RS25;31;EPN;10;22;1;NA;2000;RE22;30;RS2;1;60;5;5;5;5;900
8806501;49.231882;-71.728025;362;5O;5b;RS25;31;EPN;10;20;1;NA;2000;RE22;30;RS2;2;60;5;5;5;5;900
8806501;49.231882;-71.728025;362;5O;5b;RS25;31;EPN;10;16;3;NA;2000;RE22;30;RS2;3;60;5;5;5;5;900
8806501;49.231882;-71.728025;362;5O;5b;RS25;31;EPN;10;14;8;NA;2000;RE22;30;RS2;4;60;5;5;5;5;900
8806501;49.231882;-71.728025;362;5O;5b;RS25;31;EPN;10;12;15;NA;2000;RE22;30;RS2;5;60;5;5;5;5;900
8806501;49.231882;-71.728025;362;5O;5b;RS25;31;SAB;10;12;1;NA;2000;RE22;30;RS2;6;60;5;5;5;5;900
8806501;49.231882;-71.728025;362;5O;5b;RS25;31;EPN;10;10;22;NA;2000;RE22;30;RS2;7;60;5;5;5;5;900
8806501;49.231882;-71.728025;362;5O;5b;RS25;31;SAB;10;10;1;NA;2000;RE22;30;RS2;8;60;5;5;5;5;900
8806902;49.200719;-71.721503;317;5O;5b;RS22;30;EPN;10;22;1;NA;2000;RS22;50;RS2;1;60;5;5;5;5;900
8806902;49.200719;-71.721503;317;5O;5b;RS22;30;EPN;10;20;1;NA;2000;RS22;50;RS2;2;60;5;5;5;5;900
8806902;49.200719;-71.721503;317;5O;5b;RS22;30;SAB;10;16;1;NA;2000;RS22;50;RS2;3;60;5;5;5;5;900
8806902;49.200719;-71.721503;317;5O;5b;RS22;30;EPN;10;14;3;NA;2000;RS22;50;RS2;4;60;5;5;5;5;900
8806902;49.200719;-71.721503;317;5O;5b;RS22;30;SAB;10;14;3;NA;2000;RS22;50;RS2;5;60;5;5;5;5;900
8806902;49.200719;-71.721503;317;5O;5b;RS22;30;EPN;10;12;10;NA;2000;RS22;50;RS2;6;60;5;5;5;5;900
8806902;49.200719;-71.721503;317;5O;5b;RS22;30;SAB;10;12;8;NA;2000;RS22;50;RS2;7;60;5;5;5;5;900
8806902;49.200719;-71.721503;317;5O;5b;RS22;30;BOP;10;10;2;NA;2000;RS22;50;RS2;8;60;5;5;5;5;900
8806902;49.200719;-71.721503;317;5O;5b;RS22;30;EPN;10;10;11;NA;2000;RS22;50;RS2;9;60;5;5;5;5;900
8806902;49.200719;-71.721503;317;5O;5b;RS22;30;SAB;10;10;5;NA;2000;RS22;50;RS2;10;60;5;5;5;5;900
8806905;49.203948;-71.712923;451;5O;5b;RS22;20;BOP;10;26;1;NA;2000;MS22;30;RS2;1;60;5;5;5;5;900
8806905;49.203948;-71.712923;451;5O;5b;RS22;20;EPN;10;18;2;NA;2000;MS22;30;RS2;2;60;5;5;5;5;900
8806905;49.203948;-71.712923;451;5O;5b;RS22;20;SAB;10;18;3;NA;2000;MS22;30;RS2;3;60;5;5;5;5;900
8806905;49.203948;-71.712923;451;5O;5b;RS22;20;EPN;10;16;2;NA;2000;MS22;30;RS2;4;60;5;5;5;5;900
8806905;49.203948;-71.712923;451;5O;5b;RS22;20;SAB;10;16;3;NA;2000;MS22;30;RS2;5;60;5;5;5;5;900
8806905;49.203948;-71.712923;451;5O;5b;RS22;20;SAB;10;14;1;NA;2000;MS22;30;RS2;6;60;5;5;5;5;900
8806905;49.203948;-71.712923;451;5O;5b;RS22;20;EPB;10;12;1;NA;2000;MS22;30;RS2;7;60;5;5;5;5;900
8806905;49.203948;-71.712923;451;5O;5b;RS22;20;EPN;10;12;3;NA;2000;MS22;30;RS2;8;60;5;5;5;5;900
8806905;49.203948;-71.712923;451;5O;5b;RS22;20;SAB;10;12;7;NA;2000;MS22;30;RS2;9;60;5;5;5;5;900
8806905;49.203948;-71.712923;451;5O;5b;RS22;20;BOP;10;10;1;NA;2000;MS22;30;RS2;10;60;5;5;5;5;900
8806905;49.203948;-71.712923;451;5O;5b;RS22;20;EPN;10;10;3;NA;2000;MS22;30;RS2;11;60;5;5;5;5;900
8806905;49.203948;-71.712923;451;5O;5b;RS22;20;SAB;10;10;10;NA;2000;MS22;30;RS2;12;60;5;5;5;5;900
8807103;49.221589;-71.556622;577;5O;5b;RS22;30;SAB;10;16;1;NA;2000;MS22;30;RS2;1;60;5;5;5;5;900
8807103;49.221589;-71.556622;577;5O;5b;RS22;30;EPB;10;14;1;NA;2000;MS22;30;RS2;2;60;5;5;5;5;900
8807103;49.221589;-71.556622;577;5O;5b;RS22;30;SAB;10;14;6;NA;2000;MS22;30;RS2;3;60;5;5;5;5;900
8807103;49.221589;-71.556622;577;5O;5b;RS22;30;EPN;10;12;1;NA;2000;MS22;30;RS2;4;60;5;5;5;5;900
8807103;49.221589;-71.556622;577;5O;5b;RS22;30;SAB;10;12;3;NA;2000;MS22;30;RS2;5;60;5;5;5;5;900
8807103;49.221589;-71.556622;577;5O;5b;RS22;30;BOP;10;10;3;NA;2000;MS22;30;RS2;6;60;5;5;5;5;900
8807103;49.221589;-71.556622;577;5O;5b;RS22;30;EPN;10;10;2;NA;2000;MS22;30;RS2;7;60;5;5;5;5;900
8807103;49.221589;-71.556622;577;5O;5b;RS22;30;SAB;10;10;11;NA;2000;MS22;30;RS2;8;60;5;5;5;5;900
8807103;49.221589;-71.556622;577;5O;5b;RS22;30;SOA;10;10;1;NA;2000;MS22;30;RS2;9;60;5;5;5;5;900
8807104;49.222306;-71.551996;580;5O;5b;RS25;30;EPN;10;22;1;NA;2000;RS22;50;RS2;1;60;5;5;5;5;900
8807104;49.222306;-71.551996;580;5O;5b;RS25;30;SAB;10;22;1;NA;2000;RS22;50;RS2;2;60;5;5;5;5;900
8807104;49.222306;-71.551996;580;5O;5b;RS25;30;SAB;10;22;1;NA;2000;RS22;50;RS2;3;60;5;5;5;5;900
8807104;49.222306;-71.551996;580;5O;5b;RS25;30;EPN;10;18;4;NA;2000;RS22;50;RS2;4;60;5;5;5;5;900
8807104;49.222306;-71.551996;580;5O;5b;RS25;30;SAB;10;18;1;NA;2000;RS22;50;RS2;5;60;5;5;5;5;900
8807104;49.222306;-71.551996;580;5O;5b;RS25;30;EPN;10;16;1;NA;2000;RS22;50;RS2;6;60;5;5;5;5;900
