reg_eco;PlacetteID;rcp;Mois;Latitude;Altitude;Tmin;Tmax;Radiation;PTot;Vent2;Annee
5c;P700200801;RCP45;5;48.134455;481;5.1;18.5;21.3516129;89.83333333;2.083333333;2091
5c;P700200801;RCP45;6;48.134455;481;10.5;23.63333333;20.72444444;78.93333333;1.851851852;2091
5c;P700200801;RCP45;7;48.134455;481;14.06666667;26.46666667;18.95591398;114.8666667;1.75;2091
5c;P700200801;RCP45;8;48.134455;481;13;25.4;16.43978495;97.1;1.740740741;2091
5c;P700200801;RCP45;9;48.134455;481;8.666666667;20.3;11.94555556;84.5;1.824074074;2091
5c;P700200801;RCP45;10;48.134455;481;2.466666667;11.83333333;7.18172043;72.96666667;2.009259259;2091
5c;P700200801;RCP45;11;48.134455;481;-3.833333333;4.266666667;4.723333333;74.2;2.111111111;2091
5c;P700200801;RCP45;12;48.134455;481;-12.66666667;-3.366666667;4.825806452;62.76666667;1.990740741;2091
5c;P700200801;RCP45;1;48.134455;481;-16.1;-5.233333333;6.125806452;67.56666667;1.981481482;2092
5c;P700200801;RCP45;2;48.134455;481;-16.06666667;-3.833333333;9.344444444;52.66666667;2.074074074;2092
5c;P700200801;RCP45;3;48.134455;481;-10.7;2.166666667;14.52903226;50.7;2.222222222;2092
5c;P700200801;RCP45;4;48.134455;481;-1.266666667;10.13333333;18.41555556;71;2.287037037;2092
5c;P700200801;RCP45;5;48.134455;481;5.1;18.5;21.3516129;89.83333333;2.083333333;2092
5c;P700200801;RCP45;6;48.134455;481;10.5;23.63333333;20.72444444;78.93333333;1.851851852;2092
5c;P700200801;RCP45;7;48.134455;481;14.06666667;26.46666667;18.95591398;114.8666667;1.75;2092
5c;P700200801;RCP45;8;48.134455;481;13;25.4;16.43978495;97.1;1.740740741;2092
5c;P700200801;RCP45;9;48.134455;481;8.666666667;20.3;11.94555556;84.5;1.824074074;2092
5c;P700200801;RCP45;10;48.134455;481;2.466666667;11.83333333;7.18172043;72.96666667;2.009259259;2092
5c;P700200801;RCP45;11;48.134455;481;-3.833333333;4.266666667;4.723333333;74.2;2.111111111;2092
5c;P700200801;RCP45;12;48.134455;481;-12.66666667;-3.366666667;4.825806452;62.76666667;1.990740741;2092
5c;P700200801;RCP45;1;48.134455;481;-16.1;-5.233333333;6.125806452;67.56666667;1.981481482;2093
5c;P700200801;RCP45;2;48.134455;481;-16.06666667;-3.833333333;9.344444444;52.66666667;2.074074074;2093
5c;P700200801;RCP45;3;48.134455;481;-10.7;2.166666667;14.52903226;50.7;2.222222222;2093
5c;P700200801;RCP45;4;48.134455;481;-1.266666667;10.13333333;18.41555556;71;2.287037037;2093
5c;P700200801;RCP45;5;48.134455;481;5.1;18.5;21.3516129;89.83333333;2.083333333;2093
5c;P700200801;RCP45;6;48.134455;481;10.5;23.63333333;20.72444444;78.93333333;1.851851852;2093
5c;P700200801;RCP45;7;48.134455;481;14.06666667;26.46666667;18.95591398;114.8666667;1.75;2093
5c;P700200801;RCP45;8;48.134455;481;13;25.4;16.43978495;97.1;1.740740741;2093
5c;P700200801;RCP45;9;48.134455;481;8.666666667;20.3;11.94555556;84.5;1.824074074;2093
5c;P700200801;RCP45;10;48.134455;481;2.466666667;11.83333333;7.18172043;72.96666667;2.009259259;2093
5c;P700200801;RCP45;11;48.134455;481;-3.833333333;4.266666667;4.723333333;74.2;2.111111111;2093
5c;P700200801;RCP45;12;48.134455;481;-12.66666667;-3.366666667;4.825806452;62.76666667;1.990740741;2093
5c;P700200801;RCP45;1;48.134455;481;-16.1;-5.233333333;6.125806452;67.56666667;1.981481482;2094
5c;P700200801;RCP45;2;48.134455;481;-16.06666667;-3.833333333;9.344444444;52.66666667;2.074074074;2094
5c;P700200801;RCP45;3;48.134455;481;-10.7;2.166666667;14.52903226;50.7;2.222222222;2094
5c;P700200801;RCP45;4;48.134455;481;-1.266666667;10.13333333;18.41555556;71;2.287037037;2094
5c;P700200801;RCP45;5;48.134455;481;5.1;18.5;21.3516129;89.83333333;2.083333333;2094
5c;P700200801;RCP45;6;48.134455;481;10.5;23.63333333;20.72444444;78.93333333;1.851851852;2094
5c;P700200801;RCP45;7;48.134455;481;14.06666667;26.46666667;18.95591398;114.8666667;1.75;2094
5c;P700200801;RCP45;8;48.134455;481;13;25.4;16.43978495;97.1;1.740740741;2094
5c;P700200801;RCP45;9;48.134455;481;8.666666667;20.3;11.94555556;84.5;1.824074074;2094
5c;P700200801;RCP45;10;48.134455;481;2.466666667;11.83333333;7.18172043;72.96666667;2.009259259;2094
5c;P700200801;RCP45;11;48.134455;481;-3.833333333;4.266666667;4.723333333;74.2;2.111111111;2094
5c;P700200801;RCP45;12;48.134455;481;-12.66666667;-3.366666667;4.825806452;62.76666667;1.990740741;2094
5c;P700200801;RCP45;1;48.134455;481;-16.1;-5.233333333;6.125806452;67.56666667;1.981481482;2095
5c;P700200801;RCP45;2;48.134455;481;-16.06666667;-3.833333333;9.344444444;52.66666667;2.074074074;2095
5c;P700200801;RCP45;3;48.134455;481;-10.7;2.166666667;14.52903226;50.7;2.222222222;2095
5c;P700200801;RCP45;4;48.134455;481;-1.266666667;10.13333333;18.41555556;71;2.287037037;2095
5c;P700200801;RCP45;5;48.134455;481;5.1;18.5;21.3516129;89.83333333;2.083333333;2095
5c;P700200801;RCP45;6;48.134455;481;10.5;23.63333333;20.72444444;78.93333333;1.851851852;2095
5c;P700200801;RCP45;7;48.134455;481;14.06666667;26.46666667;18.95591398;114.8666667;1.75;2095
5c;P700200801;RCP45;8;48.134455;481;13;25.4;16.43978495;97.1;1.740740741;2095
5c;P700200801;RCP45;9;48.134455;481;8.666666667;20.3;11.94555556;84.5;1.824074074;2095
5c;P700200801;RCP45;10;48.134455;481;2.466666667;11.83333333;7.18172043;72.96666667;2.009259259;2095
5c;P700200801;RCP45;11;48.134455;481;-3.833333333;4.266666667;4.723333333;74.2;2.111111111;2095
5c;P700200801;RCP45;12;48.134455;481;-12.66666667;-3.366666667;4.825806452;62.76666667;1.990740741;2095
5c;P700200801;RCP45;1;48.134455;481;-16.1;-5.233333333;6.125806452;67.56666667;1.981481482;2096
5c;P700200801;RCP45;2;48.134455;481;-16.06666667;-3.833333333;9.344444444;52.66666667;2.074074074;2096
5c;P700200801;RCP45;3;48.134455;481;-10.7;2.166666667;14.52903226;50.7;2.222222222;2096
5c;P700200801;RCP45;4;48.134455;481;-1.266666667;10.13333333;18.41555556;71;2.287037037;2096
5c;P700200801;RCP45;5;48.134455;481;5.1;18.5;21.3516129;89.83333333;2.083333333;2096
5c;P700200801;RCP45;6;48.134455;481;10.5;23.63333333;20.72444444;78.93333333;1.851851852;2096
5c;P700200801;RCP45;7;48.134455;481;14.06666667;26.46666667;18.95591398;114.8666667;1.75;2096
5c;P700200801;RCP45;8;48.134455;481;13;25.4;16.43978495;97.1;1.740740741;2096
5c;P700200801;RCP45;9;48.134455;481;8.666666667;20.3;11.94555556;84.5;1.824074074;2096
5c;P700200801;RCP45;10;48.134455;481;2.466666667;11.83333333;7.18172043;72.96666667;2.009259259;2096
5c;P700200801;RCP45;11;48.134455;481;-3.833333333;4.266666667;4.723333333;74.2;2.111111111;2096
5c;P700200801;RCP45;12;48.134455;481;-12.66666667;-3.366666667;4.825806452;62.76666667;1.990740741;2096
5c;P700200801;RCP45;1;48.134455;481;-16.1;-5.233333333;6.125806452;67.56666667;1.981481482;2097
5c;P700200801;RCP45;2;48.134455;481;-16.06666667;-3.833333333;9.344444444;52.66666667;2.074074074;2097
5c;P700200801;RCP45;3;48.134455;481;-10.7;2.166666667;14.52903226;50.7;2.222222222;2097
5c;P700200801;RCP45;4;48.134455;481;-1.266666667;10.13333333;18.41555556;71;2.287037037;2097
5c;P700200801;RCP45;5;48.134455;481;5.1;18.5;21.3516129;89.83333333;2.083333333;2097
5c;P700200801;RCP45;6;48.134455;481;10.5;23.63333333;20.72444444;78.93333333;1.851851852;2097
5c;P700200801;RCP45;7;48.134455;481;14.06666667;26.46666667;18.95591398;114.8666667;1.75;2097
5c;P700200801;RCP45;8;48.134455;481;13;25.4;16.43978495;97.1;1.740740741;2097
5c;P700200801;RCP45;9;48.134455;481;8.666666667;20.3;11.94555556;84.5;1.824074074;2097
5c;P700200801;RCP45;10;48.134455;481;2.466666667;11.83333333;7.18172043;72.96666667;2.009259259;2097
5c;P700200801;RCP45;11;48.134455;481;-3.833333333;4.266666667;4.723333333;74.2;2.111111111;2097
5c;P700200801;RCP45;12;48.134455;481;-12.66666667;-3.366666667;4.825806452;62.76666667;1.990740741;2097
5c;P700200801;RCP45;1;48.134455;481;-16.1;-5.233333333;6.125806452;67.56666667;1.981481482;2098
5c;P700200801;RCP45;2;48.134455;481;-16.06666667;-3.833333333;9.344444444;52.66666667;2.074074074;2098
5c;P700200801;RCP45;3;48.134455;481;-10.7;2.166666667;14.52903226;50.7;2.222222222;2098
5c;P700200801;RCP45;4;48.134455;481;-1.266666667;10.13333333;18.41555556;71;2.287037037;2098
5c;P700200801;RCP45;5;48.134455;481;5.1;18.5;21.3516129;89.83333333;2.083333333;2098
5c;P700200801;RCP45;6;48.134455;481;10.5;23.63333333;20.72444444;78.93333333;1.851851852;2098
5c;P700200801;RCP45;7;48.134455;481;14.06666667;26.46666667;18.95591398;114.8666667;1.75;2098
5c;P700200801;RCP45;8;48.134455;481;13;25.4;16.43978495;97.1;1.740740741;2098
5c;P700200801;RCP45;9;48.134455;481;8.666666667;20.3;11.94555556;84.5;1.824074074;2098
5c;P700200801;RCP45;10;48.134455;481;2.466666667;11.83333333;7.18172043;72.96666667;2.009259259;2098
5c;P700200801;RCP45;11;48.134455;481;-3.833333333;4.266666667;4.723333333;74.2;2.111111111;2098
5c;P700200801;RCP45;12;48.134455;481;-12.66666667;-3.366666667;4.825806452;62.76666667;1.990740741;2098
5c;P700200801;RCP45;1;48.134455;481;-16.1;-5.233333333;6.125806452;67.56666667;1.981481482;2099
5c;P700200801;RCP45;2;48.134455;481;-16.06666667;-3.833333333;9.344444444;52.66666667;2.074074074;2099
5c;P700200801;RCP45;3;48.134455;481;-10.7;2.166666667;14.52903226;50.7;2.222222222;2099
5c;P700200801;RCP45;4;48.134455;481;-1.266666667;10.13333333;18.41555556;71;2.287037037;2099
5c;P700200801;RCP45;5;48.134455;481;5.1;18.5;21.3516129;89.83333333;2.083333333;2099
5c;P700200801;RCP45;6;48.134455;481;10.5;23.63333333;20.72444444;78.93333333;1.851851852;2099
5c;P700200801;RCP45;7;48.134455;481;14.06666667;26.46666667;18.95591398;114.8666667;1.75;2099
5c;P700200801;RCP45;8;48.134455;481;13;25.4;16.43978495;97.1;1.740740741;2099
5c;P700200801;RCP45;9;48.134455;481;8.666666667;20.3;11.94555556;84.5;1.824074074;2099
5c;P700200801;RCP45;10;48.134455;481;2.466666667;11.83333333;7.18172043;72.96666667;2.009259259;2099
5c;P700200801;RCP45;11;48.134455;481;-3.833333333;4.266666667;4.723333333;74.2;2.111111111;2099
5c;P700200801;RCP45;12;48.134455;481;-12.66666667;-3.366666667;4.825806452;62.76666667;1.990740741;2099
5c;P700200801;RCP45;1;48.134455;481;-16.1;-5.233333333;6.125806452;67.56666667;1.981481482;2100
5c;P700200801;RCP45;2;48.134455;481;-16.06666667;-3.833333333;9.344444444;52.66666667;2.074074074;2100
5c;P700200801;RCP45;3;48.134455;481;-10.7;2.166666667;14.52903226;50.7;2.222222222;2100
5c;P700200801;RCP45;4;48.134455;481;-1.266666667;10.13333333;18.41555556;71;2.287037037;2100
5c;P700200801;RCP45;5;48.134455;481;5.1;18.5;21.3516129;89.83333333;2.083333333;2100
5c;P700200801;RCP45;6;48.134455;481;10.5;23.63333333;20.72444444;78.93333333;1.851851852;2100
5c;P700200801;RCP45;7;48.134455;481;14.06666667;26.46666667;18.95591398;114.8666667;1.75;2100
5c;P700200801;RCP45;8;48.134455;481;13;25.4;16.43978495;97.1;1.740740741;2100
5c;P700200801;RCP45;9;48.134455;481;8.666666667;20.3;11.94555556;84.5;1.824074074;2100
5c;P700200801;RCP45;10;48.134455;481;2.466666667;11.83333333;7.18172043;72.96666667;2.009259259;2100
5c;P700200801;RCP45;11;48.134455;481;-3.833333333;4.266666667;4.723333333;74.2;2.111111111;2100
5c;P700200801;RCP45;12;48.134455;481;-12.66666667;-3.366666667;4.825806452;62.76666667;1.990740741;2100
5c;P700200801;RCP85;2;48.134455;481;-20.86666667;-7.166666667;9.352222222;40.13333333;2.064814815;1991
5c;P700200801;RCP85;3;48.134455;481;-14.56666667;-0.933333333;14.50967742;41.7;2.259259259;1991
5c;P700200801;RCP85;4;48.134455;481;-4.666666667;7.366666667;18.94555556;59.2;2.37037037;1991
5c;P700200801;RCP85;5;48.134455;481;2.233333333;15.73333333;22.60215054;79.66666667;2.203703704;1991
5c;P700200801;RCP85;6;48.134455;481;7.6;21;21.40777778;80.73333333;2.037037037;1991
5c;P700200801;RCP85;7;48.134455;481;10.7;22.93333333;19.08817204;98.33333333;1.944444444;1991
5c;P700200801;RCP85;8;48.134455;481;9.433333333;21.7;16.89354839;88.06666667;1.916666667;1991
5c;P700200801;RCP85;9;48.134455;481;5.166666667;16.7;12.07222222;83.93333333;2.009259259;1991
5c;P700200801;RCP85;10;48.134455;481;-0.4;9;7.462365591;72.9;2.231481482;1991
5c;P700200801;RCP85;11;48.134455;481;-6.966666667;1.633333333;5.27;63.6;2.259259259;1991
5c;P700200801;RCP85;12;48.134455;481;-16.66666667;-6.1;5.031182796;59.53333333;2.055555556;1991
5c;P700200801;RCP85;1;48.134455;481;-22.2;-9.766666667;6.378494624;50.4;2;1991
5c;P700200801;RCP85;2;48.134455;481;-20.86666667;-7.166666667;9.352222222;40.13333333;2.064814815;1992
5c;P700200801;RCP85;3;48.134455;481;-14.56666667;-0.933333333;14.50967742;41.7;2.259259259;1992
5c;P700200801;RCP85;4;48.134455;481;-4.666666667;7.366666667;18.94555556;59.2;2.37037037;1992
5c;P700200801;RCP85;5;48.134455;481;2.233333333;15.73333333;22.60215054;79.66666667;2.203703704;1992
5c;P700200801;RCP85;6;48.134455;481;7.6;21;21.40777778;80.73333333;2.037037037;1992
5c;P700200801;RCP85;7;48.134455;481;10.7;22.93333333;19.08817204;98.33333333;1.944444444;1992
5c;P700200801;RCP85;8;48.134455;481;9.433333333;21.7;16.89354839;88.06666667;1.916666667;1992
5c;P700200801;RCP85;9;48.134455;481;5.166666667;16.7;12.07222222;83.93333333;2.009259259;1992
5c;P700200801;RCP85;10;48.134455;481;-0.4;9;7.462365591;72.9;2.231481482;1992
5c;P700200801;RCP85;11;48.134455;481;-6.966666667;1.633333333;5.27;63.6;2.259259259;1992
5c;P700200801;RCP85;12;48.134455;481;-16.66666667;-6.1;5.031182796;59.53333333;2.055555556;1992
5c;P700200801;RCP85;1;48.134455;481;-22.2;-9.766666667;6.378494624;50.4;2;1992
5c;P700200801;RCP85;2;48.134455;481;-20.86666667;-7.166666667;9.352222222;40.13333333;2.064814815;1993
5c;P700200801;RCP85;3;48.134455;481;-14.56666667;-0.933333333;14.50967742;41.7;2.259259259;1993
5c;P700200801;RCP85;4;48.134455;481;-4.666666667;7.366666667;18.94555556;59.2;2.37037037;1993
5c;P700200801;RCP85;5;48.134455;481;2.233333333;15.73333333;22.60215054;79.66666667;2.203703704;1993
5c;P700200801;RCP85;6;48.134455;481;7.6;21;21.40777778;80.73333333;2.037037037;1993
5c;P700200801;RCP85;7;48.134455;481;10.7;22.93333333;19.08817204;98.33333333;1.944444444;1993
5c;P700200801;RCP85;8;48.134455;481;9.433333333;21.7;16.89354839;88.06666667;1.916666667;1993
5c;P700200801;RCP85;9;48.134455;481;5.166666667;16.7;12.07222222;83.93333333;2.009259259;1993
5c;P700200801;RCP85;10;48.134455;481;-0.4;9;7.462365591;72.9;2.231481482;1993
5c;P700200801;RCP85;11;48.134455;481;-6.966666667;1.633333333;5.27;63.6;2.259259259;1993
5c;P700200801;RCP85;12;48.134455;481;-16.66666667;-6.1;5.031182796;59.53333333;2.055555556;1993
5c;P700200801;RCP85;1;48.134455;481;-22.2;-9.766666667;6.378494624;50.4;2;1993
5c;P700200801;RCP85;2;48.134455;481;-20.86666667;-7.166666667;9.352222222;40.13333333;2.064814815;1994
5c;P700200801;RCP85;3;48.134455;481;-14.56666667;-0.933333333;14.50967742;41.7;2.259259259;1994
5c;P700200801;RCP85;4;48.134455;481;-4.666666667;7.366666667;18.94555556;59.2;2.37037037;1994
5c;P700200801;RCP85;5;48.134455;481;2.233333333;15.73333333;22.60215054;79.66666667;2.203703704;1994
5c;P700200801;RCP85;6;48.134455;481;7.6;21;21.40777778;80.73333333;2.037037037;1994
5c;P700200801;RCP85;7;48.134455;481;10.7;22.93333333;19.08817204;98.33333333;1.944444444;1994
5c;P700200801;RCP85;8;48.134455;481;9.433333333;21.7;16.89354839;88.06666667;1.916666667;1994
5c;P700200801;RCP85;9;48.134455;481;5.166666667;16.7;12.07222222;83.93333333;2.009259259;1994
5c;P700200801;RCP85;10;48.134455;481;-0.4;9;7.462365591;72.9;2.231481482;1994
5c;P700200801;RCP85;11;48.134455;481;-6.966666667;1.633333333;5.27;63.6;2.259259259;1994
5c;P700200801;RCP85;12;48.134455;481;-16.66666667;-6.1;5.031182796;59.53333333;2.055555556;1994
5c;P700200801;RCP85;1;48.134455;481;-22.2;-9.766666667;6.378494624;50.4;2;1994
5c;P700200801;RCP85;2;48.134455;481;-20.86666667;-7.166666667;9.352222222;40.13333333;2.064814815;1995
5c;P700200801;RCP85;3;48.134455;481;-14.56666667;-0.933333333;14.50967742;41.7;2.259259259;1995
5c;P700200801;RCP85;4;48.134455;481;-4.666666667;7.366666667;18.94555556;59.2;2.37037037;1995
5c;P700200801;RCP85;5;48.134455;481;2.233333333;15.73333333;22.60215054;79.66666667;2.203703704;1995
5c;P700200801;RCP85;6;48.134455;481;7.6;21;21.40777778;80.73333333;2.037037037;1995
5c;P700200801;RCP85;7;48.134455;481;10.7;22.93333333;19.08817204;98.33333333;1.944444444;1995
5c;P700200801;RCP85;8;48.134455;481;9.433333333;21.7;16.89354839;88.06666667;1.916666667;1995
5c;P700200801;RCP85;9;48.134455;481;5.166666667;16.7;12.07222222;83.93333333;2.009259259;1995
5c;P700200801;RCP85;10;48.134455;481;-0.4;9;7.462365591;72.9;2.231481482;1995
5c;P700200801;RCP85;11;48.134455;481;-6.966666667;1.633333333;5.27;63.6;2.259259259;1995
5c;P700200801;RCP85;12;48.134455;481;-16.66666667;-6.1;5.031182796;59.53333333;2.055555556;1995
5c;P700200801;RCP85;1;48.134455;481;-22.2;-9.766666667;6.378494624;50.4;2;1995
5c;P700200801;RCP85;2;48.134455;481;-20.86666667;-7.166666667;9.352222222;40.13333333;2.064814815;1996
5c;P700200801;RCP85;3;48.134455;481;-14.56666667;-0.933333333;14.50967742;41.7;2.259259259;1996
5c;P700200801;RCP85;4;48.134455;481;-4.666666667;7.366666667;18.94555556;59.2;2.37037037;1996
5c;P700200801;RCP85;5;48.134455;481;2.233333333;15.73333333;22.60215054;79.66666667;2.203703704;1996
5c;P700200801;RCP85;6;48.134455;481;7.6;21;21.40777778;80.73333333;2.037037037;1996
5c;P700200801;RCP85;7;48.134455;481;10.7;22.93333333;19.08817204;98.33333333;1.944444444;1996
5c;P700200801;RCP85;8;48.134455;481;9.433333333;21.7;16.89354839;88.06666667;1.916666667;1996
5c;P700200801;RCP85;9;48.134455;481;5.166666667;16.7;12.07222222;83.93333333;2.009259259;1996
5c;P700200801;RCP85;10;48.134455;481;-0.4;9;7.462365591;72.9;2.231481482;1996
5c;P700200801;RCP85;11;48.134455;481;-6.966666667;1.633333333;5.27;63.6;2.259259259;1996
5c;P700200801;RCP85;12;48.134455;481;-16.66666667;-6.1;5.031182796;59.53333333;2.055555556;1996
5c;P700200801;RCP85;1;48.134455;481;-22.2;-9.766666667;6.378494624;50.4;2;1996
5c;P700200801;RCP85;2;48.134455;481;-20.86666667;-7.166666667;9.352222222;40.13333333;2.064814815;1997
5c;P700200801;RCP85;3;48.134455;481;-14.56666667;-0.933333333;14.50967742;41.7;2.259259259;1997
5c;P700200801;RCP85;4;48.134455;481;-4.666666667;7.366666667;18.94555556;59.2;2.37037037;1997
5c;P700200801;RCP85;5;48.134455;481;2.233333333;15.73333333;22.60215054;79.66666667;2.203703704;1997
5c;P700200801;RCP85;6;48.134455;481;7.6;21;21.40777778;80.73333333;2.037037037;1997
5c;P700200801;RCP85;7;48.134455;481;10.7;22.93333333;19.08817204;98.33333333;1.944444444;1997
5c;P700200801;RCP85;8;48.134455;481;9.433333333;21.7;16.89354839;88.06666667;1.916666667;1997
5c;P700200801;RCP85;9;48.134455;481;5.166666667;16.7;12.07222222;83.93333333;2.009259259;1997
5c;P700200801;RCP85;10;48.134455;481;-0.4;9;7.462365591;72.9;2.231481482;1997
5c;P700200801;RCP85;11;48.134455;481;-6.966666667;1.633333333;5.27;63.6;2.259259259;1997
5c;P700200801;RCP85;12;48.134455;481;-16.66666667;-6.1;5.031182796;59.53333333;2.055555556;1997
5c;P700200801;RCP85;1;48.134455;481;-22.2;-9.766666667;6.378494624;50.4;2;1997
5c;P700200801;RCP85;2;48.134455;481;-20.86666667;-7.166666667;9.352222222;40.13333333;2.064814815;1998
5c;P700200801;RCP85;3;48.134455;481;-14.56666667;-0.933333333;14.50967742;41.7;2.259259259;1998
5c;P700200801;RCP85;4;48.134455;481;-4.666666667;7.366666667;18.94555556;59.2;2.37037037;1998
5c;P700200801;RCP85;5;48.134455;481;2.233333333;15.73333333;22.60215054;79.66666667;2.203703704;1998
5c;P700200801;RCP85;6;48.134455;481;7.6;21;21.40777778;80.73333333;2.037037037;1998
5c;P700200801;RCP85;7;48.134455;481;10.7;22.93333333;19.08817204;98.33333333;1.944444444;1998
5c;P700200801;RCP85;8;48.134455;481;9.433333333;21.7;16.89354839;88.06666667;1.916666667;1998
5c;P700200801;RCP85;9;48.134455;481;5.166666667;16.7;12.07222222;83.93333333;2.009259259;1998
5c;P700200801;RCP85;10;48.134455;481;-0.4;9;7.462365591;72.9;2.231481482;1998
5c;P700200801;RCP85;11;48.134455;481;-6.966666667;1.633333333;5.27;63.6;2.259259259;1998
5c;P700200801;RCP85;12;48.134455;481;-16.66666667;-6.1;5.031182796;59.53333333;2.055555556;1998
5c;P700200801;RCP85;1;48.134455;481;-22.2;-9.766666667;6.378494624;50.4;2;1998
5c;P700200801;RCP85;2;48.134455;481;-20.86666667;-7.166666667;9.352222222;40.13333333;2.064814815;1999
5c;P700200801;RCP85;3;48.134455;481;-14.56666667;-0.933333333;14.50967742;41.7;2.259259259;1999
5c;P700200801;RCP85;4;48.134455;481;-4.666666667;7.366666667;18.94555556;59.2;2.37037037;1999
5c;P700200801;RCP85;5;48.134455;481;2.233333333;15.73333333;22.60215054;79.66666667;2.203703704;1999
5c;P700200801;RCP85;6;48.134455;481;7.6;21;21.40777778;80.73333333;2.037037037;1999
5c;P700200801;RCP85;7;48.134455;481;10.7;22.93333333;19.08817204;98.33333333;1.944444444;1999
5c;P700200801;RCP85;8;48.134455;481;9.433333333;21.7;16.89354839;88.06666667;1.916666667;1999
5c;P700200801;RCP85;9;48.134455;481;5.166666667;16.7;12.07222222;83.93333333;2.009259259;1999
5c;P700200801;RCP85;10;48.134455;481;-0.4;9;7.462365591;72.9;2.231481482;1999
5c;P700200801;RCP85;11;48.134455;481;-6.966666667;1.633333333;5.27;63.6;2.259259259;1999
5c;P700200801;RCP85;12;48.134455;481;-16.66666667;-6.1;5.031182796;59.53333333;2.055555556;1999
5c;P700200801;RCP85;1;48.134455;481;-22.2;-9.766666667;6.378494624;50.4;2;1999
5c;P700200801;RCP85;2;48.134455;481;-20.86666667;-7.166666667;9.352222222;40.13333333;2.064814815;2000
5c;P700200801;RCP85;3;48.134455;481;-14.56666667;-0.933333333;14.50967742;41.7;2.259259259;2000
5c;P700200801;RCP85;4;48.134455;481;-4.666666667;7.366666667;18.94555556;59.2;2.37037037;2000
5c;P700200801;RCP85;5;48.134455;481;2.233333333;15.73333333;22.60215054;79.66666667;2.203703704;2000
5c;P700200801;RCP85;6;48.134455;481;7.6;21;21.40777778;80.73333333;2.037037037;2000
5c;P700200801;RCP85;7;48.134455;481;10.7;22.93333333;19.08817204;98.33333333;1.944444444;2000
5c;P700200801;RCP85;8;48.134455;481;9.433333333;21.7;16.89354839;88.06666667;1.916666667;2000
5c;P700200801;RCP85;9;48.134455;481;5.166666667;16.7;12.07222222;83.93333333;2.009259259;2000
5c;P700200801;RCP85;10;48.134455;481;-0.4;9;7.462365591;72.9;2.231481482;2000
5c;P700200801;RCP85;11;48.134455;481;-6.966666667;1.633333333;5.27;63.6;2.259259259;2000
5c;P700200801;RCP85;12;48.134455;481;-16.66666667;-6.1;5.031182796;59.53333333;2.055555556;2000
5c;P700200801;RCP85;1;48.134455;481;-22.2;-9.766666667;6.378494624;50.4;2;2000
5c;P700200801;RCP85;2;48.134455;481;-20.86666667;-7.166666667;9.352222222;40.13333333;2.064814815;2001
5c;P700200801;RCP85;3;48.134455;481;-14.56666667;-0.933333333;14.50967742;41.7;2.259259259;2001
5c;P700200801;RCP85;4;48.134455;481;-4.666666667;7.366666667;18.94555556;59.2;2.37037037;2001
5c;P700200801;RCP85;5;48.134455;481;2.233333333;15.73333333;22.60215054;79.66666667;2.203703704;2001
5c;P700200801;RCP85;6;48.134455;481;7.6;21;21.40777778;80.73333333;2.037037037;2001
5c;P700200801;RCP85;7;48.134455;481;10.7;22.93333333;19.08817204;98.33333333;1.944444444;2001
5c;P700200801;RCP85;8;48.134455;481;9.433333333;21.7;16.89354839;88.06666667;1.916666667;2001
5c;P700200801;RCP85;9;48.134455;481;5.166666667;16.7;12.07222222;83.93333333;2.009259259;2001
5c;P700200801;RCP85;10;48.134455;481;-0.4;9;7.462365591;72.9;2.231481482;2001
5c;P700200801;RCP85;11;48.134455;481;-6.966666667;1.633333333;5.27;63.6;2.259259259;2001
5c;P700200801;RCP85;12;48.134455;481;-16.66666667;-6.1;5.031182796;59.53333333;2.055555556;2001
5c;P700200801;RCP85;1;48.134455;481;-22.2;-9.766666667;6.378494624;50.4;2;2001
5c;P700200801;RCP85;2;48.134455;481;-20.86666667;-7.166666667;9.352222222;40.13333333;2.064814815;2002
5c;P700200801;RCP85;3;48.134455;481;-14.56666667;-0.933333333;14.50967742;41.7;2.259259259;2002
5c;P700200801;RCP85;4;48.134455;481;-4.666666667;7.366666667;18.94555556;59.2;2.37037037;2002
5c;P700200801;RCP85;5;48.134455;481;2.233333333;15.73333333;22.60215054;79.66666667;2.203703704;2002
5c;P700200801;RCP85;6;48.134455;481;7.6;21;21.40777778;80.73333333;2.037037037;2002
5c;P700200801;RCP85;7;48.134455;481;10.7;22.93333333;19.08817204;98.33333333;1.944444444;2002
5c;P700200801;RCP85;8;48.134455;481;9.433333333;21.7;16.89354839;88.06666667;1.916666667;2002
5c;P700200801;RCP85;9;48.134455;481;5.166666667;16.7;12.07222222;83.93333333;2.009259259;2002
5c;P700200801;RCP85;10;48.134455;481;-0.4;9;7.462365591;72.9;2.231481482;2002
5c;P700200801;RCP85;11;48.134455;481;-6.966666667;1.633333333;5.27;63.6;2.259259259;2002
5c;P700200801;RCP85;12;48.134455;481;-16.66666667;-6.1;5.031182796;59.53333333;2.055555556;2002
5c;P700200801;RCP85;1;48.134455;481;-22.2;-9.766666667;6.378494624;50.4;2;2002
5c;P700200801;RCP85;2;48.134455;481;-20.86666667;-7.166666667;9.352222222;40.13333333;2.064814815;2003
5c;P700200801;RCP85;3;48.134455;481;-14.56666667;-0.933333333;14.50967742;41.7;2.259259259;2003
5c;P700200801;RCP85;4;48.134455;481;-4.666666667;7.366666667;18.94555556;59.2;2.37037037;2003
